Name,Type
Feuille D'Ozerolle,White
Hennequin,White
Lepine,White
Maille,White
Maye,White
Melie,White
Melie Blanc,White
Melier,White
Meslier De Champagne,White
Meslier Dore,White
Meslier Petit A Queue Rouge,White
Meslier Vert,White
Mornain Blanc,White
Orbois,White
Petit Meslier,White
Petit Meslier A Queue Rouge,White
Petit Meslier Dore,White
Queue Rouge,White
Saint Lye,White
Petite Arvine,White
Picardin,White
Picardan,White
Aragnan blanc,White
Aragnan,White
Aragnan blanc,White
Araignan,White
Araignan blanc,White
Gallet,White
Gallet blanc,White
Grosse Clairette,White
Milhaud blanc,White
Oeillade blanche,White
Papadoux,White
Picardan,White
Picardan blanc,White
Piquardan,White
Piquardant,White
Picolit,White
Piccolit,White
Piccolito,White
Balafan,White
Balafant,White
Blaustengler,White
Blaustingl Weiss,White
Kek Nyeliü,White
Keknyelü,White
Kel'ner,White
Peccoleto Bianco,White
Piccolet,White
Piccoletta,White
Piccolit,White
Piccoliti Bianco,White
Piccolito,White
Piccolito Bianco,White
Piccolito del Friuli,White
Piccolitt,White
Piccolitto,White
Piccolitto Friulano,White
Picoleto Bianco,White
Piculit,White
Pikolit,White
Pikolit Weiss,White
Piros Keknyelü,White
Ranful Weiss,White
Szabo Istvan,White
Szod Bajor,White
Uva del Friuli,White
Weisser Blaustingl,White
Weisser Ranful,White
and Wisellertraube Weiss,White
Picpoul,White
Piquepoul blanc,White
Piquepoul gris,White
Avello,White
Avillo,White
Extra,White
Feher Piquepoul,White
Languedocien,White
Picapoll,White
Picapolla,White
Picapulla,White
Picpoul,White
Picpoul de Pinet Avillo,White
Languedocien,White
Picapulla,White
Picpoul,White
Pikepul Seryi,White
Piquepoul rose,White
Szürke Piquepoul,White
Pigato,White
Pignerol,White
Pignoletto,White
Pinella,White
Pinela,White
Pinot blanc,White
Pinot bianco,White
Klevner,White
Weissburgunder,White
Pinot gris,White
Pinot grigio,White
Grauburgunder,White
Malvoisie,White
Pinot jaune,White
Szürkebarát,White
Planta Fina,White
Planta Nova,White
Plavai,White
Plavay,White
Pošip,White
Prensal,White
Moll,White
Pensal Blanca,White
Premsal,White
Premsal Blanca,White
and Prensal Blanc,White
Prié blanc,White
Blanc de Morgex,White
Agostenga,White
Agostana,White
Agostenga bianca Agostenga blanc,White
Agostina,White
Agostinga,White
Aostenga,White
Augustina,White
Augusttraube,White
Bernarde,White
Bernarde nel Vallese,White
Bernardine,White
Bianca Capella,White
Bianca Capello,White
Blanc Commun,White
Blanc de La Salle,White
Blanc de Morgex,White
Blanc du Valdigne,White
Blanc Gros,White
Blanc Petit,White
Cibebo bianco,White
Daniela,White
Danijela,White
Early Green Madeira,White
Frueher Leipziger,White
Giruelo,White
Gros blanc,White
Hedvabne Zlute,White
Hodvabne Zelene,White
Hodvabne Zlte,White
Kienzheimer,White
Kilianer,White
Legiruela,White
Leipziger Frueh,White
Lugliatica verde,White
Luglienca bianca,White
Lyany Mello,White
Maddalena Salomon,White
Madeleine Alice,White
Madeleine Alice Salomon,White
Malvasia Belaia,White
Malvasier Frueh weiss,White
Malvaziya Belaya,White
Perltraube,White
Petit blanc,White
Plant de la Salle,White
Precoce de Kientzheim,White
Prie,White
Prie bianco,White
Rabolina weiss,White
Raisin d'Aout,White
Rosinentraube,White
Seidentraube Gruen,White
Uva Agostina,White
Uva d'Agosto,White
Uva Luce,White
Vert Precoce de Madere,White
Weisswaelscher and Zibebe weiss,White
Prosecco,White
Glera,White
Ghera,White
Glere,White
Grappolo Spargolo,White
Prosecco Tondo,White
Prosecco,White
Prosecco Balbi,White
Prosecco Bianco,White
Prosecco Nostrano,White
Prosecco Tondo,White
Proseko Sciprina,White
Serpina,White
and Uva Pissona,White
Prunesta,White
Bermestia Nera,White
Bermestia Rossa,White
Bermestia Violacea,White
Bermestia Violata,White
Pergola Rossa,White
Pergolese Di Tivoli,White
Pergonesi Di Tivoli,White
Prunesta Di Ruovo,White
Prunesta Di Ruvo,White
Prunesta Nera,White
Prunesta Rossa,White
Prunesta Violacea,White
Prunestra Rosso Violacea,White
Uva D'inverno,White
Uva Del Soldato,White
Uva Roja,White
Uva Rossa Di Cagliari,White
Rabigato,White
Rabo de Ovelha,White
Raisin blanc,White
Rauschling,White
Rāuschling,White
Brauner Nürnberger,White
Brauner Würnberger,White
Buchelin,White
Deutsche Trauben,White
Divicina,White
Divizhna,White
Divizhna Vizhna,White
Dretsch,White
Drötsch,White
Drutsch,White
Dünnelbling,White
Erjava Tizhna,White
Frankentraube,White
Furmentin,White
Gros Fendant,White
Großfränkisch,White
Großer Räuschling,White
Großer Röuschling,White
Großer Traminer,White
Grünspat,White
Guay Jaune,White
Heinzler,White
Klaffer,White
Klöpfer,White
Luttenberger,White
Luttenbergerstock,White
Luttenbershna,White
Lyonnaise,White
Offenburger,White
Padebecker,White
Pfäffling,White
Pfaffentraube,White
Reuschling,White
Röschling,White
Rössling,White
Ruchelin,White
Ruschling,White
Rüschlig,White
Rüschling,White
Rüssling,White
Silberräuschling,White
Silberweiß,White
Szrebrobella,White
Thuner,White
Thunerrebe,White
Vigne de Zuri,White
Weißer Dünnelbling,White
Weißer Kläpfer,White
Weißer Lagrein,White
Weißer Räuschling,White
Weißwelsch,White
Weißwelscher,White
Welsche,White
Zürirebe,White
Zürichrebe,White
Züriweiss and Züriwiss,White
Regner,White
Reichensteiner,White
Retagliado bianco,White
Arba Luxi,White
Arretallace,White
Arretallau,White
Arrosto Portedium,White
Arrotelas,White
Bianca Lucente,White
Bianca Lucida,White
Co 'e Erbei,White
Coa de Brebei,White
Coa de Brebèi,White
Erba Luxi,White
Erbaluxi,White
Mara Bianca,White
Rechiliau,White
Redagladu,White
Redaglàdu,White
Retagliada,White
Retagliadu,White
Retagladu Francese,White
Retazzadu,White
Retelau,White
Retellau,White
Retigliau,White
Ritelau,White
Rittadatu and Rotogliadu,White
Rèze,White
Petit Prié Tardif,White
Reize verte,White
Réze verte,White
Rèzi and Resi,White
Ribolla Gialla,White
Robola,White
Avola,White
Erbula,White
Gargania,White
Garganja,White
Glera,White
Goricka Ribola,White
Jarbola,White
Jerbula,White
Pignolo,White
Rabiola,White
Rabola,White
Rabolla,White
Rabolla Dzhalla di Rozatsio,White
Rabuele,White
Raibola,White
Rebolla,White
Reboula jaune,White
Rébula,White
Rebula Bela,White
Rebula rumena,White
Rebula zuta,White
Refosco bianco,White
Ribola,White
Ribola Bijela,White
Ribola Djiala,White
Ribolla,White
Ribolla Bianca,White
Ribolla Dzhalla,White
Ribolla Gialla di Rosazz,White
Ribolla Gialla di Rosazzo,White
Ribollat,White
Ribuela,White
Ribuele,White
Ribuele Zale,White
Ribula Zuta,White
Ribuole,White
Robolla,White
Rosazzo,White
Rumena Rebula,White
Teran Bijeli and Zelena Rebula,White
Riesling,White
Johannisberg Riesling,White
Rheinriesling,White
Klingelberger,White
Beregi Riesling,White
Beyaz Riesling,White
Biela Grasevina,White
Dinca Grasiva Biela,White
Edelriesling,White
Edle Gewuerztraube,White
Feher Rajnai,White
Gentil Aromatique,White
Gentile Aromatique,White
Gewuerzriesling,White
Gewuerztraube,White
Graefenberger,White
Graschevina,White
Grasevina Rajnska,White
Grauer Riesling,White
Grobriesling,White
Hochheimer,White
Johannisberg,White
Johannisberger,White
Karbacher Riesling,White
Kastellberger,White
Kis Rizling,White
Kleigelberger,White
Kleiner Riesling,White
Kleinriesler,White
Kleinriesling,White
Klingelberger,White
Krauses,White
Krausses Roessling,White
Lipka,White
Moselriesling,White
Niederlaender,White
Oberkircher,White
Oberlaender,White
Petit Rhin,White
Petit Riesling,White
Petracine,White
Pfaelzer,White
Pfefferl,White
Piros Rajnai Rizling,White
Pussilla,White
Raisin Du Rhin,White
Rajinski Rizling,White
Rajnai Rizling,White
Rajnski Ruzling,White
Rano,White
Reichsriesling,White
Reissler,White
Remo,White
Rendu,White
Reno,White
Renski Rizling,White
Rezlik,White
Rezlin,White
Rezlink,White
Rhein Riesling,White
Rheingauer,White
Rheinriesling,White
Rhiesling,White
Riesler,White
Riesling bianco,White
Riesling blanc,White
Riesling De Rhin,White
Riesling Echter Weisser,White
Riesling Edler,White
Riesling Gelb Mosel E43,White
Riesling Giallo,White
Riesling Grosso,White
Riesling Gruener Mosel,White
Riesling Mosel,White
Riesling Reinskii,White
Riesling Rhenan,White
Riesling Rhine,White
Rieslinger,White
Rislinenok,White
Rislinok,White
Rizling Linner,White
Rizling Rajinski,White
Rizling Rajnai,White
Rizling Rajnski,White
Rizling Reinskii,White
Rizling Rynsky,White
Roessling,White
Rohac,White
Rossling,White
Rosslinger,White
Ruessel,White
Ruessling,White
Russel,White
Ryn-Riesling,White
Ryzlink Rynsky,White
Starosvetske,White
Starovetski,White
Szürke Rizling,White
Uva Pussila,White
Weisser Riesling,White
Rieslaner,White
Rkatsiteli,White
Robola,White
Asporombola,White
Asprorobola,White
Asprorompola,White
Robbola,White
Robola Aspri,White
Robola Kerini,White
Rombola,White
Rombola Aspri and Rompola,White
Roditis,White
Rhoditis,White
Rollo,White
Romorantin,White
Blanc De Villefranche,White
Celle Bruere,White
Dameri,White
Daneri,White
Danesy,White
Dannery,White
Framboise,White
Gros Blanc De Villefranche,White
Gros Plant De Villefranche,White
Lyonnaise Blanche,White
Maclon,White
Petit Dannezy,White
Petit Maconnais,White
Plant De Breze,White
Raisin De Grave,White
Ramorantin,White
Romoranten,White
Romorantin Blanc,White
Saint Amand,White
Verneuil,White
Rossese bianco,White
None,White
Roter Veltliner,White
Ariavina,White
Ariavina Männliche,White
Bakor,White
Belo Ocka,White
Belo Oka,White
Buzyn,White
Cerveny Muskatel,White
Crvena Valtelina,White
Crvena Valtelinka,White
Csucsos Bakor,White
Debela Ariavina,White
Dreimänner,White
Erdezha,White
Erdezha Shopatna,White
Erdezka Rabolina,White
Fedleiner,White
Feldleiner,White
Feldleiner Rothlichter,White
Feldliner,White
Feldlinger,White
Feltliner,White
Fleisch Roter Velteliner,White
Fleisch Roter Wälteliner,White
Fleisch Traminer,White
Fleischroter Traminer,White
Fleischrother Velteliner,White
Fleischrother Veltliner,White
Fleischtraminer,White
Fleischtraube,White
Fleischtraube Rot,White
Fleischweiner,White
Grosbrauner Velteliner,White
Grossbrauner,White
Grosse Fleischtraube,White
Grosser Fleischtraube,White
Grosser Roter Veltliner,White
Grosser Rother Välteliner,White
Grosser Rother Veltliner,White
Grosser Traminer,White
Grosser Välteliner,White
Grosser Velteliner,White
Grosswiener,White
Herera Rhaetica,White
Herera Valtellina,White
Kecskecsecs,White
Krdeca,White
Männliche Ariavina,White
Mannliche,White
Maucnjk,White
Mavcnik,White
Mavenick,White
Mavenik,White
Moseavina,White
Moslavina,White
Muscateller,White
Muskatel Cerveny,White
Nagy Veltelini,White
Nagysagos,White
Nyulsölö,White
Nyulszölö,White
Piros Veltelini,White
Pirosveltelin,White
Pirosveltelini,White
Rabolina,White
Raifler,White
Raisin de Saint Valentin,White
Ranfler,White
Ranfolica,White
Ranfolina,White
Ranfoliza,White
Raufler,White
Raufolica,White
Rebalina,White
Rebolina,White
Red Veltliner,White
Reifler,White
Rhaetica,White
Riegersburger Rothköpfel,White
Riegersburger Rothtöpfel,White
Rivola Tchervena,White
Rossera,White
Rossola,White
Rote Fleisch Traube,White
Rote Fleischtraube,White
Rote Fleischtrauble,White
Roter,White
Roter Muskateller,White
Roter Riesling,White
Roter Välteliner,White
Roter Velteliner,White
Roter Veltiner,White
Roter Veltliner,White
Rotgipfler,White
Rothe Shopatna,White
Rothe Shopotna,White
Rothe Velteliner,White
Rother Fleischtraube,White
Rother Muscateller,White
Rother Raifler,White
Rother Riesling,White
Rother Välteliner,White
Rother Velteliner,White
Rother Veltliner,White
Rother Zierfahnler,White
Rothgipfler,White
Rothlichter,White
Rothreifler,White
Rotmehlweisser,White
Rotmuskateller,White
Rotreifler,White
Rudeca,White
Ryvola Cervena,White
Ryvola Crvena,White
Saint Valentin Rose,White
Saint Valentinrose,White
Shopatna,White
Shopotna,White
Somsölö,White
Spaete Ranfoliza,White
St Valentin,White
Tarant Cerveny,White
Tarant Rot,White
Todtraeger Rotreifler,White
Traminer,White
Uva di San Valentino,White
Valentin,White
Valentin Rouge,White
Välteliner,White
Välteliner Roter,White
Valtelin Rouge,White
Valteliner,White
Vältliner,White
Valteliner Rosso,White
Valteliner Rouge,White
Valteliner Tardif,White
Veltelin Piros,White
Veltelin Rosso,White
Velteline Rouge,White
Velteliner,White
Velteliner Rose,White
Velteliner Roso,White
Velteliner Roter,White
Velteliner Rother,White
Velteliner Rouge,White
Veltelini Piros,White
Veltlinac Crveni,White
Veltliner,White
Veltliner Rosso,White
Veltliner Rot Weiss,White
Veltliner Roth,White
Veltliner Rother,White
Veltliner Rouge,White
Veltlini Piros,White
Veltlinske Cervene,White
Veltlinski Rozovii,White
Veltlinskii Rozovii,White
Veltlinsky Rosovy,White
Vernyeges Veltelini,White
Verrnyeges Veltelini,White
Weisser Raifler,White
Weissholzige Ribula Maucnjk,White
and Ziegelroth,White
Rotgipfler,White
Roupeiro,White
Codega,White
Roussanne,White
Barbin,White
Bergeron,White
Courtoisie,White
Fromental,White
Fromental jaune,White
Fromenteal,White
Fromenteau,White
Greffon,White
Greffou,White
Martin Cot,White
Petite Rousette,White
Picotin blanc,White
Plant de Seyssel,White
Rabellot,White
Rabelot,White
Ramoulette,White
Rebellot,White
Rebolot,White
Remoulette,White
Roussane,White
Roussane blanc,White
Roussanne blanc,White
Roussette,White
Rusan Belyi,White
Rusan Blan,White
Rovello bianco,White
Roviello,White
Rovello,White
Greco Muscio and Grecomusc,White
Sabro,White
Sacy,White
Tresallier,White
Aligoté vert,White
Blanc de Pays,White
Blanc Moulin,White
Blanc vert,White
Fairené,White
Farié,White
Farinier blanc,White
Ferné,White
Fernet,White
Ferney,White
Gros blanc,White
Menu blanc,White
Peut blanc,White
Pivoine,White
Plant d'Essert,White
Plant de Sacy,White
Sassy,White
Souche,White
Terzari,White
Tres Sailier,White
Tresalier,White
Tresallier,White
Tressaillier,White
Tressalier,White
Tressallier,White
Trezaguier,White
Trezailhi,White
Trezali,White
Trezari,White
and Weissklemmer,White
Ste Marie,White
Saint-Pierre Doré,White
Cerceau,White
Epinette,White
Epinette blanc,White
Epinette blanche,White
Firminhac,White
Lucane,White
Per Dore,White
Roussellou,White
Saint-Clair,White
Saint Come,White
Saint Pierre,White
San Per Dore and Saint-Pierre de l'Allier,White
Sarfeher,White
Sárfehér,White
Sauvignon blanc,White
Sauvignon gris,White
Beyaz Sauvignon,White
Blanc Doux,White
Blanc Fume,White
Bordeaux bianco,White
Douce blanche,White
Feher Sauvignon,White
Feigentraube,White
Fie,White
Fie dans le Neuvillois,White
Fume,White
Fume Blanc,White
Fume Surin,White
Genetin,White
Gennetin,White
Gentin a Romorantin,White
Gros Sauvignon,White
Libournais,White
Melkii Sotern,White
Muskat Silvaner,White
Muskat Sylvaner,White
Muskatani Silvanec,White
Muskatni Silvanec,White
Muskatsilvaner,White
Painechon,White
Pellegrina,White
Petit Sauvignon,White
Picabon,White
Piccabon,White
Pinot Mestny Bely,White
Pissotta,White
Puinechou,White
Punechon,White
Punechou,White
Quinechon,White
Rouchelin,White
Sampelgrina,White
Sarvonien,White
Sauternes,White
Sauvignon,White
Sauvignon bianco,White
Sauvignon Bijeli,White
Sauvignon blanco,White
Sauvignon Fume,White
Sauvignon Gros,White
Sauvignon jaune,White
Sauvignon jeune,White
Sauvignon Petit,White
Sauvignon vert,White
Sauvignon White,White
Savagnin,White
Savagnin blanc,White
Savagnin Musque,White
Savagnou,White
Savignon,White
Servanien,White
Servonien,White
Servoyen,White
Souternes,White
Sovinak,White
Sovinjon,White
Sovinjon Beli,White
Sovinon,White
Spergolina,White
Surin,White
Sylvaner Musque,White
Uva Pelegrina,White
Weisser Sauvignon,White
and Zöld Ortlibi,White
Sauvignon vert,White
Sauvignonasse,White
Friulano,White
Tocai Friulano,White
Sauvignonasse,White
Friulano,White
Tokaj,White
Jakot,White
Savagnin,White
Savagnin blanc,White
Traminer,White
Auvernat blanc,White
Bon blanc,White
Forment,White
Formentin blanc,White
Fraentsch,White
Fromenteau,White
Gentil blanc,White
Gruenedel,White
Princ Bily,White
Printsch Grau,White
Ryvola Bila,White
Schleitheimer,White
Servoyen blanc,White
Traminer D'Ore,White
Traminer Weiss,White
Savatiano,White
Scheurebe,White
Alzey S 88,White
Dr Wagnerrebe,White
S 88,White
Sämling,White
Sämling 88,White
Scheu,White
Scheu 88 and Scheu Riesling,White
Schönburger,White
Sémillon,White
Septiner,White
Sercial,White
Cerceal,White
Esgana Cão,White
Esgana,White
Sereksia,White
Băbească albă,White
Aldarusa,White
Asil Kara,White
Asîl Kara,White
Băbească,White
Babeasca,White
Babiasca niagra,White
Babiaska niagra,White
Bobiaska niagra,White
Bobyaksa nigra,White
Bobyaska nyagra,White
Căldărușă,White
Caldarusa,White
Chernyi Redkii,White
Chernyl Redkyl,White
Ciornai Redchii,White
Crăcană,White
Cracana,White
Crăcǎnatǎ,White
Cracanata,White
Crecanate,White
Goldaroucha,White
Grossmuttertraube,White
Hexentraube,White
Kaouchanskii,White
Koldaroucha,White
Koldarusha,White
Koldursha,White
Koptchak,White
Koptchakk,White
Krekanat,White
Krekanate,White
Racanata,White
Rară Neagră,White
Răşchirată,White
Raschirata,White
Rastopirka,White
Rastopyrka,White
Rastrepa,White
Rastreppa,White
Rastriopa,White
Redkyi Chernyi,White
Rekhavo Grazdi,White
Rekhavo Grozdi,White
Rekhavo Grozdy,White
Richkirate,White
Richkiriata,White
Riedkym,White
Rimtsurate,White
Rimtzourate,White
Rindsourata,White
Rishki Rate,White
Rossmuffertraube,White
Rostopiska,White
Rostopoveska,White
Rychkirate,White
Rymourate,White
Rympurate,White
Ryshkirate,White
Saesser,White
Sassep,White
Sasser,White
Serecsia,White
Serecsia Ciornaia,White
Serectia,White
Sereksia,White
Sereksia Chornaya,White
Sereksiya,White
Sereksiya Chernaya,White
Sereksiya Tschiornaya,White
Serexia,White
Serexia noir,White
Serexia Tcheurnaia,White
Sesser,White
Stropaty,White
Stropatyi,White
Tchernyi Redkii,White
Tcheurny Redky,White
Timofeevka,White
Tsotler,White
and Tsotlyar,White
Sideritis,White
Siegerrebe,White
Alzey 7957,White
AZ 7957,White
Scheu 7957 and Sieger,White
Silvaner,White
Sylvaner,White
Österreicher,White
Arvine,White
Arvine Grande,White
Augustiner Weiss,White
Beregi Szilvani,White
Boetzinger,White
Clozier,White
Cynifadl Zeleny,White
Cynifal,White
Fliegentraube,White
Frankenriesling,White
Frankentraube,White
Fueszeres Szilvani,White
Gamay blanc,White
GentilvVert,White
Gros Rhin,White
Gros-rhin,White
Gruen Silvaner,White
Gruenedel,White
Gruenfraenkisch,White
Grün Silvaner,White
Haeusler Schwarz,White
Johannisberger,White
Mishka,White
Momavaka,White
Monterey Riesling,White
Moravka,White
Movavka,White
Muschka,White
Mushza,White
Musza,White
Nemetskii Rizling,White
Oesterreicher,White
Oestreicher,White
Pepltraube,White
Picardon blanc,White
Picardou blanc,White
Plant Du Rhin,White
Rhin,White
Rundblatt,White
Salfin,White
Salfine Bely,White
Salvaner,White
Salviner,White
Scharvaner,White
Scherwaner,White
Schoenfeilner,White
Schwaebler,White
Schwuebler,White
Sedmogradka,White
Sedmogradska Zelena,White
Selenzhiz,White
Selivan,White
Silvanske Zelene,White
Sonoma Riesling,White
Sylvan Zeleny,White
Sylvaner,White
Sylvaner verde,White
Szilvani Feher,White
Tschafahnler,White
Yesil Silvaner,White
Zelencic,White
Zeleny,White
Zierfandler,White
Zierifandel,White
Zinifal,White
Zoeld Szilvani,White
Zoeldsilvaniб Syilvaner,White
Siylvaner,White
Sylvaner vert,White
Grüner Sylvaner,White
Grünfraenkisch,White
Franken Riesling and Grüner Silvaner,White
Mátrai Muskotály,White
Smederevka,White
Souvignier gris,White
FR 392-83 and Freiburg 392-83,White
Spagnol,White
Sultana,White
Sumoll Blanc,White
Sumoi Blanc and Sumoll Blanco,White
Symphony,White
Tamarêz,White
Tamares,White
Crato branco,White
Tamîioasa,White
Tămâioasă Românească,White
Tamianka,White
Taminga,White
Tempranillo blanco,White
Albana,White
Cencibel de la Mancha,White
Forenses,White
Temprana,White
Tempranilla,White
Tempranillo de la Rioja,White
Tinto de la Rioja and Tinto Fino,White
Téoulier,White
Brun,White
Grand Téoulier,White
Gros Teoulier,White
Manosquen,White
Manosquin,White
Petit Téoulier,White
Petit Thuilier,White
Petit Thulier,White
Plant de Manosque,White
Plant de Porto,White
Plant Dufour,White
Taurier,White
Teinturier Téoulier,White
Thuillier,White
Teoulie,White
Teoulier,White
Thuilier,White
Thuillier Noir and Trouillère,White
Terrantez,White
Morrao,White
Murrao,White
Pe de Perdiz,White
Pe de Perdrix,White
Pied de Perdix and Terrantes,White
Terret gris,White
Bourret,White
Tarret,White
Terrain,White
Terret bourret and Terret rose,White
Thrapsathiri,White
Timorasso,White
Morasso,White
Timuassa,White
Timoraccio,White
Timorazza and Timorosso,White
Torrontés,White
Torontel,White
Moscatel de Austria,White
See Wiki Page,White
Tourbat,White
Torbato,White
Canina,White
Caninu,White
Cuscosedda Bianca,White
Malvoisie des Pyrenees Orientales,White
Malvoisie du Roussillon,White
Malvoisie Tourbat,White
Razola,White
Torbat,White
Torbato,White
Torbato Bianco,White
Trubat Iberica,White
Trubau,White
Turbato,White
and Turbau,White
Trbljan,White
Trebbiano,White
Ugni blanc,White
lbano,White
Albana secco,White
Biancone,White
Blanc Auba,White
Blanc De Cadillac,White
Blancoun,White
Bobiano,White
Bonebeou,White
Branquinha,White
Brocanico,White
Bubbiano,White
Buriano,White
Buzzetto,White
Cadillac,White
Cadillate,White
Castelli,White
Castelli Romani,White
Castillone,White
Chator,White
Clairette D'Afrique,White
Clairette De Vence,White
Clairette Ronde,White
Engana Rapazes,White
Espadeiro branco,White
Falanchina,White
Greco,White
Gredelin,White
Hermitage White,White
Juni Blan,White
Lugana,White
Malvasia Fina,White
Muscadet Aigre,White
Padeiro branco,White
Perugino,White
Procanico,White
Procanico Dell Isola D Elba,White
Procanico Portoferraio,White
Queue De Renard,White
Romani,White
Rossan De Nice,White
Rossetto,White
Rossola,White
Rossula,White
Roussan,White
Rusciola,White
Saint Emilion,White
Saint Emilion Des Charentes,White
Santoro,White
Shiraz White,White
Spoletino,White
Talia,White
Trebbianello,White
Trebbiano,White
Trebbiano Della Fiamma,White
Trebbiano Di Cesene,White
Trebbiano Di Empoli,White
Trebbiano Di Lucca,White
Trebbiano Di Tortona,White
Trebbiano Fiorentino,White
Trebbiano Toscano,White
Trebbianone,White
Tribbiano,White
Tribbiano Forte,White
Turbiano,White
Ugni blanc,White
Bouan,White
Beau,White
Thalia,White
Trebbiano di Soave,White
Trebbiano Romagnolo,White
Trebbiano Gallo and Trebbiano d'Abruzzo,White
Treixadura,White
Trajadura,White
Treixadura blanca,White
Teixadura blanca,White
Tragadura,White
Trinca dente,White
Trincadente,White
Trincadeira and Verdello Rubio,White
Trousseau gris,White
Grey Riesling,White
Baratszölö,White
Chauche Gris,White
Francia Szürke,White
Goundoulenc,White
Gray Riesling,White
Grey Riesling,White
Gris de Salces,White
Gris de Salses,White
Guindolenc,White
Guindoulenc,White
Hamu Szölö,White
Hamuszölö,White
Nagyvati,White
Sals,White
Sals Cenusiu,White
Salses Gris,White
Shome Seryi,White
Sose Serii,White
Terret D'Afrique,White
Tsaoussi,White
Tsolikauri,White
Vega,White
Dalmasso 2-26,White
ID 2,White
26 and Incrocio Dalmassso II,White
26,White
Verdea,White
Colombana,White
Colombana bianca,White
Colombana del Picciolli,White
Colombana di Peccioli,White
Colombano,White
Doree d'Italia,White
Doree d'Italie,White
Gambo rosso,White
Paradisa,White
Paradisa di Bologne,White
Paradssiotto,White
Paradizia,White
S Colombano,White
San Colombano,White
San Colombano Paradiso d'Italia,White
Sancolombana,White
Vardea,White
Verdea di Montalto,White
Verdecana and Verdicchio Giallo,White
Verdeca,White
Albese bianco,White
Albina verde,White
Alvino verde,White
Biancolina,White
Carosella,White
Primarulo,White
San Gennaro,White
Tivolese,White
Uva marana,White
Verdacchio,White
Verde,White
Verdea,White
Verdera,White
Verdesca,White
Verdicchio bianco,White
Verdicchio femmina,White
Verdicchio Verde,White
Verdicchio Peloso,White
Verdichio Tirolese,White
Verdichio Tivolese,White
Verdicella,White
Verdigno,White
Verdisco,White
Verdisco bianco,White
Verdisio bianco,White
Verdolino,White
Verdone and Vino verde,White
Verdejo,White
Verdelho,White
Gouveio,White
Verdello,White
Verdello,White
Verdetto,White
Verdesse,White
Bian ver,White
Bian vert,White
Blanchette,White
Clairette de Chindrieux,White
Clairette précoce,White
Dongine,White
Etraire Blanche,White
Verdasse,White
Verdea,White
Verdêche,White
Verdesse Muscade,White
Verdeze musqué and Verdeze musquée,White
Verdicchio,White
Boschera bianca,White
Giallo,White
Maceratese,White
Maggiore,White
Marchigiano,White
Mazzanico,White
Niuivres,White
Peloso,White
Peverella,White
Peverello,White
Peverenda,White
Peverise bianco,White
Pfeffer,White
Pfeffertraube,White
Terbiana,White
Torbiana,White
Trebbiano di Lugana,White
Trebbiano di Soave,White
Trebbiano verde,White
Trebbiano Veronese,White
Turbiana,White
Turbiana Moscato,White
Turbiano,White
Turviana,White
Uva Aminea,White
Uva Marana,White
Verdello duro persico,White
Verdicchio bianco,White
Verdicchio Dolce,White
Verdicchio Doratel,White
Verdicchio Doratello,White
Verdicchio Giallo,White
Verdicchio Marchigiano,White
Verdicchio Marino,White
Verdicchio Peloso,White
Verdicchio Scroccarello,White
Verdicchio Seroccarello,White
Verdicchio Straccione,White
Verdicchio Stretto,White
Verdicchio Verdaro,White
Verdicchio verde,White
Verdicchio Verzaro,White
Verdicchio Verzello,White
Verdone,White
Verzaro and Verzello verde,White
Verdiso,White
Verdia,White
Groppeta,White
Pedevendia,White
Perduti Perevenda,White
Peverenda,White
Verdia,White
Verdia de Campagna,White
Verdia Bianca di Conegliano,White
Verdiga,White
Verdiger,White
Verdisa,White
Verdisa bianca Trevignana,White
Verdisa Grossa,White
Verdisco,White
Verdise,White
Verdise Bianca,White
Verdisio,White
Verdiso Gentile,White
Verdiso Zentil,White
Verdisone,White
Verdiza and Verdisot,White
Verdoncho,White
Verduzzo,White
Ramandolo,White
Romandolo,White
Verdana Friulana,White
Verdicchio Friulano,White
Verduc,White
Verduz,White
Verduza,White
Verduzzo Friulano,White
Verduzzo giallo,White
Veduzz,White
Verduzo and Verduzzo verde,White
Verduzzo Trevigiano,White
Ramandolo,White
Romandolo,White
Verdana Friulana,White
Verdicchio Friulano,White
Verduc,White
Verduz,White
Verduza,White
Verduzzo Friulano,White
Verduzzo giallo,White
Veduzz,White
Verduzo and Verduzzo verde,White
Vermentino,White
Rolle,White
Agostenga,White
Agostenga blanc,White
Brustiano,White
Brustiano di Corsica,White
Carbes,White
Carbesso,White
Favorita,White
Favorita bianca,White
Favorita Bianca di Conegliano,White
Favorita d'Alba,White
Favorita di Alba,White
Favorita di Conegliano,White
Formentino,White
Fourmentin,White
Garbesso,White
Grosse Clarette,White
Malvasia a Bonifacio,White
Malvasia Grossa,White
Malvasie,White
Malvoisie,White
Malvoisie è Gros Grains,White
Malvoisie Corse,White
Malvoisie de Corse,White
Malvoisie Précoce d'Espagne,White
Piccabon,White
Piga,White
Pigato,White
Rolle,White
Rossese,White
Sibirkovski,White
Uva Sapaiola,White
Uva Vermentino,White
Valentin,White
Varlentin,White
Varresana bianca,White
Vennentino,White
Verlantin,White
Vermentini,White
Vermentino bianco,White
Vermentino Pigato,White
and Vermentinu,White
Vernaccia,White
Vernaccia di Oristano,White
Aregu biancu,White
Aregu Seulu,White
Cagnaccia,White
Carnaggia,White
Cranaccia,White
